"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782358421873028E9,"2026-06-25 12:33:41.873 UTC+09:00"
"PAUSE",5.815005462500267E1,1.782358480022049E9,"2026-06-25 12:34:40.022 UTC+09:00"
