"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782788904581795E9,"2026-06-30 12:08:24.582 UTC+09:00"
"PAUSE",5.714609954165644E1,1.782788961726818E9,"2026-06-30 12:09:21.727 UTC+09:00"
