"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781756713892079E9,"2026-06-18 13:25:13.892 UTC+09:00"
"PAUSE",5.635454408335500E1,1.781756770245753E9,"2026-06-18 13:26:10.246 UTC+09:00"
