"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.776312768303220E9,"2026-04-16 13:12:48.303 UTC+09:00"
"PAUSE",1.507152183332801E1,1.776312783374393E9,"2026-04-16 13:13:03.374 UTC+09:00"
