"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-2.426583334E-3,1.085137278E-1,3.535619676E-1,-5.899653211E-2
7.614416667E-3,2.196369320E-2,3.120253384E-1,-5.454930291E-2
1.765541667E-2,-3.672545403E-2,2.987702489E-1,-5.795362219E-2
2.769541666E-2,-7.771923393E-2,2.878521085E-1,-4.707941413E-2
3.773641666E-2,-9.280177951E-2,2.514120638E-1,-2.481165715E-2
4.777641666E-2,-9.633207321E-2,2.077546269E-1,6.873048842E-4
5.781741667E-2,-9.449396282E-2,1.836037487E-1,1.412108820E-2
6.785841667E-2,-8.857082576E-2,1.724899113E-1,1.327473763E-2
7.789841667E-2,-6.060604006E-2,8.860619366E-2,1.416023821E-2
8.793941666E-2,-4.521829262E-2,6.649023294E-2,3.822379280E-3
9.797941666E-2,-4.137770832E-2,1.140602455E-1,-1.709751599E-2
1.080204167E-1,-3.426470608E-2,1.610602736E-1,-2.836431749E-2
1.180614167E-1,-2.147061378E-2,1.874127835E-1,-3.296625987E-2
1.281014167E-1,6.098961458E-3,1.366252303E-1,-2.765698172E-2
1.381414167E-1,2.461376414E-2,1.872982481E-3,-3.216572106E-2
1.481814167E-1,1.939290389E-2,-1.237492915E-2,-3.994162008E-2
1.582224167E-1,1.741763949E-2,-5.026146770E-3,-4.188279435E-2
1.682624167E-1,1.920914836E-2,-3.929543495E-2,-4.819395393E-2
1.783034167E-1,1.540935040E-2,-4.668384418E-2,-5.663324520E-2
1.883444167E-1,7.649697363E-3,-2.986165462E-3,-5.808147043E-2
1.983844167E-1,1.519336458E-2,-7.511978038E-5,-4.571162164E-2
2.084254167E-1,2.728917636E-2,-7.981842011E-2,-3.254788369E-2
2.184654167E-1,1.619848050E-2,-9.635874629E-2,-2.631101012E-2
2.285064167E-1,5.755778402E-4,-4.216874018E-2,-2.158682793E-2
2.385464167E-1,-1.435411628E-2,4.077992588E-2,-2.073995210E-2
2.485874167E-1,-2.962760814E-2,1.445025951E-1,-2.407875843E-2
2.586284167E-1,-5.173267052E-2,2.430726141E-1,-3.102562018E-2
2.686684167E-1,-7.480123639E-2,2.692442834E-1,-4.363169149E-2
2.787094167E-1,-9.453100711E-2,3.244129419E-1,-5.551844835E-2
2.887494167E-1,-8.844437450E-2,3.373730481E-1,-4.263566807E-2
