"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.681583337E-3,-7.986492004E0,1.147663422E0,4.613556061E0
6.359416664E-3,-8.120912476E0,1.052311707E0,4.592000885E0
1.639941667E-2,-8.159681854E0,1.124012604E0,4.675227814E0
2.644041667E-2,-8.128845978E0,1.165027313E0,4.984784088E0
3.648141667E-2,-8.128995667E0,1.199605408E0,5.126988373E0
4.652141667E-2,-8.160879364E0,1.195563812E0,5.198090515E0
5.656241666E-2,-8.174201660E0,1.306333466E0,5.217400360E0
6.660241666E-2,-8.062384186E0,1.408570862E0,5.283862152E0
7.664341667E-2,-8.059989166E0,1.456770630E0,5.473966827E0
8.668341667E-2,-8.087232513E0,1.442849579E0,5.685027924E0
9.672441667E-2,-7.967182159E0,1.450483704E0,5.779331818E0
1.067654167E-1,-7.841144257E0,1.459764404E0,5.855822754E0
1.168054167E-1,-7.860454102E0,1.393152924E0,5.858966217E0
1.268464167E-1,-7.946375427E0,1.322799225E0,5.851930847E0
1.368854167E-1,-8.064180450E0,1.284179535E0,5.773643646E0
1.469264167E-1,-8.190368042E0,1.350791016E0,5.625152435E0
1.569674167E-1,-8.167315979E0,1.349593506E0,5.545368347E0
1.670074167E-1,-8.062084808E0,1.289867706E0,5.490582275E0
1.770484167E-1,-7.992030487E0,1.319506073E0,5.362897797E0
1.870884167E-1,-7.909552002E0,1.365310822E0,5.297184448E0
1.971294167E-1,-7.876470795E0,1.354682922E0,5.314248962E0
2.071694167E-1,-7.989336090E0,1.318607941E0,5.396278381E0
2.172104167E-1,-8.105494537E0,1.276246033E0,5.405110016E0
2.272514167E-1,-8.029901733E0,1.323248291E0,5.459746399E0
2.372914167E-1,-7.899971924E0,1.329535217E0,5.463488617E0
2.473324167E-1,-7.789651337E0,1.371298370E0,5.424868927E0
2.573724167E-1,-7.706873474E0,1.457818451E0,5.354365540E0
2.674134167E-1,-7.645800476E0,1.518292694E0,5.203030243E0
2.774544167E-1,-7.695497131E0,1.490450592E0,5.221292267E0
2.874944167E-1,-7.801177368E0,1.522334290E0,5.288203125E0
2.975354167E-1,-8.072263641E0,1.410367126E0,5.553002472E0
3.075754167E-1,-8.239316254E0,1.311722260E0,5.593418427E0
3.176164167E-1,-8.367000732E0,1.442250824E0,5.569617920E0
3.276564167E-1,-8.456364899E0,1.390159149E0,5.538931732E0
3.376974167E-1,-8.403973846E0,1.261277161E0,5.583389282E0
3.477384167E-1,-8.243507538E0,1.221010895E0,5.446873169E0
3.577784167E-1,-8.028554535E0,1.311871948E0,5.278922424E0
3.678194167E-1,-7.867489471E0,1.307081909E0,5.218597870E0
3.778594167E-1,-7.757917328E0,1.282832336E0,5.123994598E0
3.879004167E-1,-7.665559387E0,1.316661987E0,5.023553467E0
3.979414167E-1,-7.583230591E0,1.297651520E0,4.907544708E0
4.079814167E-1,-7.532186737E0,1.304088135E0,4.819228363E0
4.180224167E-1,-7.548502808E0,1.288520508E0,4.752616882E0
4.280624167E-1,-7.538922729E0,1.266665955E0,4.646337891E0
4.381034167E-1,-7.486082611E0,1.471889191E0,4.329147491E0
4.481434167E-1,-7.402256927E0,1.413061523E0,4.274211731E0
4.581844167E-1,-6.864275665E0,1.286574554E0,4.108356628E0
4.682254167E-1,-7.889194336E0,1.282083893E0,4.433779907E0
4.782654167E-1,-8.005652161E0,1.298250275E0,4.042343903E0
4.883064167E-1,-8.376580811E0,1.273401947E0,3.827839966E0
4.983464167E-1,-9.035211182E0,1.169967041E0,3.743565216E0
5.083874167E-1,-9.546098785E0,8.701405334E-1,3.434907074E0
5.184284167E-1,-1.012719040E1,6.316864014E-1,3.096909943E0
5.284684167E-1,-1.042581940E1,5.891748047E-1,2.730022888E0
5.385094167E-1,-1.045934967E1,6.280938721E-1,2.522404633E0
5.485494167E-1,-1.029693741E1,6.607260132E-1,2.443668365E0
5.585904167E-1,-1.005309448E1,7.890092468E-1,2.440674591E0
5.686304167E-1,-9.785001984E0,8.059240723E-1,2.454745331E0
5.786714167E-1,-9.586065674E0,8.443940735E-1,2.442470856E0
5.887124167E-1,-9.941277008E0,8.095166016E-1,2.235601044E0
5.987524167E-1,-1.078881454E1,9.765692139E-1,1.747765503E0
6.087934167E-1,-1.005968079E1,7.309300232E-1,2.186802521E0
6.188334167E-1,-1.032956955E1,6.999444580E-1,1.804946594E0
6.288744167E-1,-1.048210236E1,6.059399414E-1,1.881437531E0
6.389154167E-1,-1.030427216E1,3.855981445E-1,1.960323486E0
6.489554167E-1,-9.908495178E0,2.957849121E-1,1.896556091E0
6.589964167E-1,-9.270521851E0,5.731581116E-1,1.974843292E0
6.690364167E-1,-9.352102203E0,5.948629761E-1,1.817071381E0
6.790774167E-1,-9.580826569E0,6.289920044E-1,1.677561493E0
6.891174167E-1,-9.557624817E0,7.668553162E-1,1.805695038E0
6.991584167E-1,-9.214538269E0,9.367520142E-1,2.220332794E0
7.091994167E-1,-9.120384064E0,9.993218994E-1,2.282004547E0
7.192394167E-1,-9.175768890E0,1.059347076E0,2.289039917E0
7.292804167E-1,-9.245224457E0,1.078207855E0,2.254611511E0
7.393204167E-1,-9.404493256E0,1.066532135E0,2.114353180E0
7.493614167E-1,-9.514963531E0,1.005459137E0,1.925146637E0
7.594024167E-1,-9.590406647E0,8.884025574E-1,1.864971771E0
7.694424167E-1,-9.601483612E0,8.310717773E-1,1.856589203E0
7.794834167E-1,-9.585317230E0,8.361611938E-1,1.869462433E0
7.895234167E-1,-9.569899292E0,8.164022827E-1,1.946103058E0
7.995644167E-1,-9.466015320E0,8.828640747E-1,1.861528931E0
8.096044167E-1,-9.464368744E0,8.813671875E-1,1.820663910E0
8.196454167E-1,-9.566905518E0,8.138575745E-1,1.912872162E0
8.296864167E-1,-9.501641235E0,8.472381592E-1,1.964215393E0
8.397264167E-1,-9.372759247E0,9.686357117E-1,1.868414612E0
8.497674167E-1,-9.363029480E0,1.025367737E0,1.834734650E0
8.598074167E-1,-9.322164459E0,1.073417816E0,1.829794922E0
8.698484167E-1,-9.372310181E0,1.054856415E0,1.901495819E0
