"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782184440914095E9,"2026-06-23 12:14:00.914 UTC+09:00"
"PAUSE",6.225506449997192E1,1.782184503166902E9,"2026-06-23 12:15:03.167 UTC+09:00"
