"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.261922833E0,-9.643845520E0,5.483097839E-1,-3.690725098E0
6.271962833E0,-8.222251740E0,8.542735291E-1,-2.486928406E0
6.282002833E0,-6.831194458E0,1.157542877E0,-1.514101410E0
6.292043833E0,-5.786965942E0,1.564696198E0,-1.189725952E0
6.302083833E0,-5.052443390E0,1.798360291E0,-1.144969025E0
6.312123833E0,-4.239633636E0,1.294657745E0,-9.256750488E-1
6.322163833E0,-3.655248871E0,5.989045715E-1,-8.559201050E-1
6.332203833E0,-3.306623840E0,-1.182540894E-1,-1.034798126E0
6.342244833E0,-3.075803833E0,-8.863069153E-1,-1.067130890E0
6.352284833E0,-3.105741577E0,-1.701212311E0,-9.774673462E-1
6.362324833E0,-3.459905090E0,-2.596650238E0,-6.143225098E-1
6.372364833E0,-3.954027557E0,-3.312162323E0,-1.423539734E-1
6.382404833E0,-4.647535400E0,-3.538042603E0,2.713856506E-1
6.392444833E0,-5.702541504E0,-3.445085907E0,5.411247253E-1
6.402485833E0,-6.334676971E0,-3.275638275E0,3.683839417E-1
6.412525833E0,-6.784940643E0,-2.991229706E0,2.457888794E-1
6.422565833E0,-7.140750732E0,-2.680924988E0,3.231779480E-1
6.432605833E0,-7.308851166E0,-2.313738556E0,1.624122620E-1
6.442645833E0,-7.229815521E0,-2.221230927E0,1.851649475E-1
6.452686833E0,-7.256609802E0,-2.102527771E0,3.279679871E-1
6.462726833E0,-7.539222107E0,-2.071392517E0,2.996768188E-1
6.472766833E0,-7.946076050E0,-2.005978546E0,2.514770508E-1
6.482806833E0,-8.517587585E0,-1.741628265E0,2.921923828E-1
6.492846833E0,-9.049880676E0,-1.256337433E0,2.019300842E-1
6.502887833E0,-9.690698090E0,-7.819738770E-1,-2.260299683E-2
6.512927833E0,-1.056502991E1,-5.108876038E-1,-5.604345703E-1
6.522967833E0,-1.165266815E1,-6.652166748E-1,-1.091380463E0
6.533007833E0,-1.266351608E1,-1.368903351E0,-1.098116455E0
6.543047833E0,-1.354892487E1,-2.221829681E0,-4.101470947E-1
6.553088833E0,-1.446457077E1,-2.996917877E0,5.260061646E-1
6.563128833E0,-1.524355087E1,-3.324137421E0,7.030879211E-1
6.573168833E0,-1.592044327E1,-3.536096649E0,4.303550720E-1
6.583208833E0,-1.629361725E1,-3.687581635E0,-3.742218018E-3
6.593248833E0,-1.569516174E1,-3.655997314E0,-5.210664368E-1
6.603288833E0,-1.373992767E1,-3.856580200E0,-1.271455994E0
6.613329833E0,-1.037911652E1,-5.173990631E0,-2.188898163E0
6.623369833E0,-8.111931152E0,-4.837939453E0,-5.932912445E0
6.633409833E0,-7.515870667E0,-5.748795319E0,-7.209607544E0
6.643449833E0,-1.018437149E1,-7.175328827E0,-4.621639252E0
6.653489833E0,-1.274614426E1,-4.894970856E0,-6.615792389E0
6.663530833E0,-1.270333328E1,-3.790268097E0,-8.671168213E0
6.673570833E0,-1.253867569E1,-3.692820740E0,-9.449250183E0
6.683610833E0,-1.174263107E1,-1.356928253E0,-9.946216736E0
6.693650833E0,-1.099029556E1,4.384382629E-1,-9.843081207E0
6.703690833E0,-1.147872986E1,2.157762909E0,-9.427545319E0
6.713731833E0,-1.253777756E1,3.506458282E0,-7.656877441E0
6.723771833E0,-1.369981110E1,3.865860901E0,-5.356012115E0
6.733811833E0,-1.419662796E1,2.897374878E0,-4.185895386E0
6.743851833E0,-1.373543701E1,1.703307953E0,-4.296814728E0
6.753891833E0,-1.270138733E1,9.830058289E-1,-4.556674347E0
6.763931833E0,-1.088117249E1,-2.118095398E-1,-3.861370239E0
6.773972833E0,-8.817863159E0,-1.343007202E0,-2.668051758E0
6.784012833E0,-7.259453888E0,-2.138153687E0,-1.835333405E0
6.794052833E0,-6.260131989E0,-2.502645721E0,-1.425036621E0
6.804092833E0,-5.441184998E0,-2.827919312E0,-8.934919739E-1
6.814132833E0,-5.170547791E0,-3.076552277E0,-2.733316040E-1
6.824173833E0,-4.919819183E0,-3.316203918E0,5.044509888E-2
6.834213833E0,-4.416865082E0,-3.426973572E0,2.709365845E-1
6.844253833E0,-4.171225891E0,-3.113675079E0,3.930825806E-1
6.854293833E0,-4.092190247E0,-1.903890839E0,3.332070923E-1
6.864333833E0,-4.018543396E0,-5.941145325E-1,-1.838177490E-1
6.874375125E0,-3.999532928E0,4.222718811E-1,-7.129673767E-1
6.884415125E0,-4.218228149E0,1.274898834E0,-8.198451233E-1
6.894455125E0,-4.717589722E0,2.246977386E0,-8.143066406E-1
6.904495125E0,-4.983137512E0,2.667453003E0,-8.556207275E-1
6.914535125E0,-4.950804749E0,2.070195007E0,-9.494755554E-1
6.924575125E0,-6.165977783E0,1.964963837E0,-1.065484314E0
6.934616125E0,-6.782695313E0,1.766925659E0,-1.294508057E0
6.944656125E0,-7.834707642E0,1.412762146E0,-1.377136230E0
6.954696125E0,-8.720715179E0,1.141825562E0,-1.761237488E0
6.964736125E0,-9.295220490E0,9.345066833E-1,-1.738933868E0
6.974776125E0,-9.362730103E0,8.039781189E-1,-1.436263275E0
6.984817125E0,-9.066196747E0,7.423063660E-1,-1.015637970E0
6.994857125E0,-8.977131958E0,5.770500183E-1,-4.276606750E-1
7.004897125E0,-9.104666748E0,3.803590393E-1,-3.032693481E-1
7.014937125E0,-9.128018188E0,2.294728088E-1,-4.574487305E-1
7.024977125E0,-9.104367371E0,6.706054688E-2,-5.572911072E-1
7.035017125E0,-9.173373871E0,2.972817993E-1,-9.773176575E-1
7.045058125E0,-9.531878357E0,9.907896423E-1,-1.382375336E0
