"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782798295489783E9,"2026-06-30 14:44:55.490 UTC+09:00"
"PAUSE",6.423762962501496E1,1.782798359726998E9,"2026-06-30 14:45:59.727 UTC+09:00"
