"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.002416666E-3,1.958752871E-1,-2.767485566E-2,2.671520598E-2
1.204341667E-2,9.882942587E-2,-5.137406290E-2,2.465711534E-2
2.208441667E-2,6.867015734E-3,3.007189557E-2,2.119765058E-2
3.212441667E-2,-6.069444865E-2,1.267009676E-1,3.313047439E-2
4.216541666E-2,-1.058049425E-1,1.572545171E-1,5.171855912E-2
5.220641667E-2,-1.315121651E-1,1.800493151E-1,6.497018039E-2
6.224741667E-2,-1.368241161E-1,1.757699549E-1,7.642356306E-2
7.228841667E-2,-1.145185381E-1,9.851644188E-2,8.278425038E-2
8.232841667E-2,-9.579624981E-2,2.997275628E-2,7.493636757E-2
9.236941666E-2,-6.705462188E-2,-8.757049218E-4,5.970788375E-2
1.024104167E-1,-4.658237100E-2,-3.655314818E-2,3.580785170E-2
1.124514167E-1,-2.207836136E-2,-4.778955877E-2,1.073365938E-2
1.224914167E-1,7.575410418E-3,-5.384847522E-2,-4.523959477E-3
1.325324167E-1,4.019806907E-2,-6.591578573E-2,-1.919158548E-2
1.425734167E-1,6.910188496E-2,-6.387423724E-2,-2.904548123E-2
1.526144167E-1,9.525306523E-2,-5.209374800E-2,-3.596357629E-2
1.626554167E-1,9.920465946E-2,-7.961726189E-2,-4.435107857E-2
1.726954167E-1,9.523495287E-2,-6.088139489E-2,-4.875860736E-2
1.827364167E-1,9.119147807E-2,-1.313507743E-2,-5.016410351E-2
1.927774167E-1,8.265524358E-2,-1.298088022E-2,-4.252642393E-2
2.028184167E-1,7.702478766E-2,-4.477307945E-2,-3.477699682E-2
2.128594167E-1,6.557053328E-2,-6.483227015E-2,-3.333090246E-2
2.228994167E-1,4.797396436E-2,-4.264098033E-2,-3.873137012E-2
2.329410417E-1,4.126679525E-2,-1.306018513E-2,-4.070690274E-2
2.429820417E-1,3.929844871E-2,7.258204743E-3,-4.669802636E-2
2.530230417E-1,3.274254501E-2,3.667787835E-2,-4.755156860E-2
2.630630417E-1,2.863595448E-2,7.821176946E-2,-4.996818677E-2
2.731040417E-1,1.930903085E-2,1.196558848E-1,-5.124757066E-2
2.831450417E-1,2.398101613E-2,6.573753804E-2,-4.161920771E-2
2.931860417E-1,3.035502508E-2,-3.174054995E-2,-2.707728185E-2
3.032270417E-1,2.446517721E-2,-5.640297756E-2,-2.770171687E-2
3.132670417E-1,1.412572153E-2,-2.602722868E-2,-3.755807504E-2
3.233080417E-1,2.479448682E-3,4.328822345E-2,-5.385038257E-2
3.333490417E-1,-9.207833558E-3,1.315048933E-1,-6.673368812E-2
3.433900417E-1,-2.724994533E-2,2.298704982E-1,-7.511545718E-2
3.534310417E-1,-3.973937035E-2,3.243480027E-1,-8.019517362E-2
3.634710417E-1,-5.543072149E-2,4.053691030E-1,-8.112048358E-2
3.735120417E-1,-9.008750319E-2,4.978969097E-1,-9.109988064E-2
3.835530417E-1,-1.340427101E-1,6.019947529E-1,-1.051403731E-1
3.935940417E-1,-1.842872500E-1,7.491796613E-1,-1.298353374E-1
4.036340417E-1,-2.462464869E-1,9.801789522E-1,-1.610996425E-1
4.136750417E-1,-3.062112927E-1,1.283222437E0,-2.009943277E-1
4.237160417E-1,-3.692938387E-1,1.631895781E0,-2.486298978E-1
4.337570417E-1,-4.149252474E-1,2.049572229E0,-2.655558586E-1
4.437980417E-1,-4.534001946E-1,2.392116785E0,-3.252484202E-1
4.538380417E-1,-4.914008379E-1,2.641256094E0,-3.489470780E-1
4.638790417E-1,-5.202074647E-1,2.779541016E0,-3.581747413E-1
4.739200417E-1,-5.307932496E-1,2.778840303E0,-3.607915640E-1
4.839610417E-1,-5.048202276E-1,2.694272041E0,-3.589340150E-1
4.940020417E-1,-4.777177870E-1,2.515296221E0,-3.527120650E-1
5.040420417E-1,-4.549469650E-1,2.324158430E0,-3.343931139E-1
5.140830417E-1,-4.581656754E-1,2.234789610E0,-3.171020150E-1
5.241240417E-1,-5.624686480E-1,2.370489836E0,-2.010949701E-1
5.341650417E-1,-4.008080959E-1,2.135844231E0,-1.930125356E-1
5.442050417E-1,-2.583486736E-1,1.760077477E0,-1.594073474E-1
5.542460417E-1,-1.721221954E-1,1.250501633E0,-1.092994511E-1
5.642870417E-1,-1.179502904E-1,6.772529483E-1,-2.572589740E-2
5.743280417E-1,-1.074893922E-1,1.277980953E-1,8.622221649E-3
5.843690417E-1,-6.751535088E-2,-1.428474933E-1,2.582787350E-2
5.944090417E-1,-6.006436050E-2,-2.159874886E-1,4.973720387E-2
6.044500417E-1,-6.512383372E-2,-1.688929945E-1,7.180060446E-2
6.144910417E-1,-6.849459559E-2,-4.736814648E-2,9.743459523E-2
6.245320417E-1,-7.650751621E-2,6.689819694E-2,1.363054812E-1
6.345730417E-1,-7.863537967E-2,1.405481845E-1,1.573998481E-1
6.446130417E-1,-8.550101519E-2,1.713176966E-1,1.677991301E-1
6.546540417E-1,-8.808454126E-2,1.677812934E-1,1.495897621E-1
6.646950417E-1,-1.036882624E-1,1.791029274E-1,1.391974092E-1
6.747360417E-1,-8.410923928E-2,2.092001140E-1,1.411489695E-1
6.847760417E-1,-4.863061383E-2,1.916382611E-1,9.635782987E-2
6.948170417E-1,-4.022594169E-2,1.427825689E-1,3.090639040E-2
7.048580417E-1,-4.661646113E-2,1.243562251E-1,-2.165827714E-2
7.148990417E-1,-3.921074048E-2,1.701980084E-1,-2.976227738E-2
7.249400417E-1,-1.009546593E-2,2.435577661E-1,-1.482988708E-2
7.349800417E-1,2.122836746E-2,2.645637393E-1,1.985974523E-4
7.450210417E-1,4.028595239E-2,2.662593126E-1,1.569355279E-2
7.550620417E-1,3.845848888E-2,2.276291102E-1,9.964293800E-3
7.651030417E-1,2.399726026E-2,2.188609689E-1,7.348850835E-3
7.751440417E-1,3.456894308E-2,1.946022362E-1,1.500549144E-3
7.851840417E-1,3.963054344E-2,2.134911120E-1,9.702492505E-3
7.952250417E-1,4.097224399E-2,2.146700919E-1,1.122582052E-2
8.052660417E-1,3.355347738E-2,1.822879612E-1,7.427169941E-3
8.153070417E-1,3.020055778E-2,1.462679058E-1,1.089913305E-2
8.253470417E-1,4.222766310E-2,1.160537824E-1,1.410732698E-2
8.353880417E-1,4.241035506E-2,1.245458052E-1,1.352489367E-2
8.454290417E-1,4.573424906E-2,1.384122670E-1,8.771795779E-3
8.554700417E-1,5.699649081E-2,1.470499635E-1,2.024943475E-3
8.655110417E-1,7.201804966E-2,1.666631103E-1,-1.188284601E-3
8.755510417E-1,8.733522147E-2,1.946052611E-1,-6.428692723E-4
8.855920417E-1,1.035051346E-1,2.073047459E-1,5.496469326E-3
8.956330417E-1,1.168430448E-1,2.096480578E-1,1.215224154E-2
9.056740417E-1,1.220055819E-1,2.060492486E-1,1.349031925E-2
9.157150417E-1,1.231645867E-1,1.994470060E-1,1.490765344E-2
9.257550417E-1,1.236234531E-1,1.933282912E-1,1.375091821E-2
9.357960417E-1,1.221667007E-1,1.877311170E-1,1.566040516E-2
9.458370417E-1,1.155703217E-1,1.744024903E-1,1.906384714E-2
9.558780417E-1,1.164531559E-1,1.655232459E-1,1.572690718E-2
9.659180417E-1,1.223483309E-1,1.618336886E-1,2.086790046E-3
9.759590417E-1,1.284640133E-1,1.599756032E-1,-1.355611952E-3
9.860000417E-1,1.299348921E-1,1.517885029E-1,-1.183997653E-2
9.960410417E-1,1.328790039E-1,1.336342692E-1,-1.996048726E-2
1.006082042E0,1.300845593E-1,1.174371988E-1,-2.533208393E-2
1.016122042E0,1.284182072E-1,1.054423749E-1,-2.489935048E-2
1.026163042E0,1.231619269E-1,9.076470882E-2,-2.255150117E-2
1.036204042E0,1.159285158E-1,7.581984252E-2,-1.471674815E-2
1.046245042E0,1.064252853E-1,6.332653761E-2,-7.273443043E-3
1.056286042E0,9.430070221E-2,6.280907989E-2,-1.935669687E-3
1.066326042E0,8.148106188E-2,7.643514872E-2,1.546735526E-3
1.076367042E0,6.710132211E-2,1.081597880E-1,9.330090135E-3
