"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.474166632E-4,-8.368796997E0,3.561094666E-1,3.873045959E0
1.078841666E-2,-8.286468201E0,5.833369446E-1,4.255949707E0
2.082941667E-2,-8.211773529E0,6.285429382E-1,4.554279327E0
3.086941667E-2,-8.196954346E0,6.563850403E-1,4.976551208E0
4.091041667E-2,-8.269403687E0,7.493417358E-1,5.151387634E0
5.095141667E-2,-8.324638824E0,7.209008789E-1,5.256469116E0
6.099241666E-2,-8.363707581E0,7.066804504E-1,5.387297058E0
7.103341667E-2,-8.447832642E0,7.223977661E-1,5.530998230E0
8.107341667E-2,-8.510252838E0,6.759942627E-1,5.567671967E0
9.111441667E-2,-8.472531281E0,5.944139099E-1,5.505551147E0
1.011554167E-1,-8.345744934E0,5.364843750E-1,5.496120758E0
1.111964167E-1,-8.198151855E0,5.834866333E-1,5.407654724E0
1.212364167E-1,-8.117769012E0,5.792953491E-1,5.478906555E0
1.312774167E-1,-8.034991150E0,5.716612244E-1,5.414839783E0
1.413184167E-1,-7.955207062E0,6.297404480E-1,5.370082855E0
1.513594167E-1,-7.935298462E0,6.367758179E-1,5.354964294E0
1.614004167E-1,-7.911348267E0,6.818321228E-1,5.288652191E0
1.714404167E-1,-7.949518890E0,6.521937561E-1,5.191354523E0
1.814814167E-1,-7.951464844E0,6.658154297E-1,5.186265106E0
1.915224167E-1,-8.057294769E0,6.032455444E-1,5.194048920E0
2.015634167E-1,-8.206684113E0,5.656736755E-1,5.119653625E0
2.116044167E-1,-8.333919525E0,5.231620789E-1,5.157524872E0
2.216444167E-1,-8.272547150E0,4.784051514E-1,5.171296234E0
2.316860417E-1,-8.209079132E0,4.926255798E-1,5.208568726E0
2.417270417E-1,-8.178991699E0,5.908213806E-1,5.209167480E0
2.517680417E-1,-8.159681854E0,6.239025879E-1,5.232369232E0
2.618080417E-1,-8.070317688E0,6.755451965E-1,5.213508453E0
2.718490417E-1,-8.033943329E0,7.364685059E-1,5.233866119E0
2.818900417E-1,-8.118218079E0,8.280780029E-1,5.265151062E0
2.919310417E-1,-8.325237579E0,9.039701843E-1,5.278323669E0
3.019720417E-1,-8.430019684E0,8.357121277E-1,5.366190948E0
3.120120417E-1,-8.177045746E0,8.071215820E-1,5.321883087E0
3.220530417E-1,-7.956703949E0,8.825646973E-1,5.258564758E0
3.320940417E-1,-7.845934296E0,9.214837646E-1,5.210065613E0
3.421350417E-1,-7.760761414E0,9.406439209E-1,5.104385376E0
3.521760417E-1,-7.746241608E0,9.166937256E-1,5.021308136E0
3.622160417E-1,-7.848479004E0,7.958949280E-1,5.025050354E0
3.722570417E-1,-7.864645386E0,7.009922791E-1,4.975503387E0
3.822980417E-1,-7.863447876E0,7.036866760E-1,4.822072449E0
3.923390417E-1,-7.812104645E0,7.252418518E-1,4.772675171E0
4.023790417E-1,-7.704029388E0,7.755372620E-1,4.679269409E0
4.124200417E-1,-7.575297089E0,7.866142273E-1,4.599934387E0
4.224610417E-1,-7.381001129E0,7.744894409E-1,4.478686523E0
