"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.214087501E-2,5.628501531E-3,-8.301611990E-2,-1.149042137E-2
2.218087501E-2,1.858222764E-3,-7.272036374E-2,-7.371146232E-3
3.222087500E-2,-1.978327287E-3,-6.222937629E-2,-1.132247783E-2
4.226087502E-2,6.397415884E-3,-5.152036622E-2,-1.937688142E-2
5.230087502E-2,1.838297211E-2,-3.893426806E-2,-1.870070584E-2
6.234087501E-2,2.870370820E-2,-3.383006155E-2,-1.275820564E-2
7.238187501E-2,3.196954355E-2,-3.248756006E-2,-7.166366559E-3
8.242187501E-2,3.394613415E-2,-2.333591506E-2,-2.523962175E-4
9.246187500E-2,3.506466374E-2,-7.140434813E-3,8.398350328E-3
1.025018750E-1,2.954925038E-2,1.004463620E-2,9.182522073E-3
1.125418750E-1,2.074137889E-2,1.323643327E-2,7.581429556E-3
1.225818750E-1,7.811652496E-3,1.797658391E-2,6.937135477E-3
1.326218750E-1,-6.978478283E-3,2.526352555E-2,9.075653739E-3
1.426618750E-1,-1.765102334E-2,2.587176114E-2,9.610895067E-3
1.527018750E-1,-1.855410077E-2,1.581886038E-2,9.533930570E-3
1.627428750E-1,-1.496788301E-2,-7.995616645E-3,1.250934321E-2
1.727828750E-1,-1.365095004E-2,-2.468751185E-2,1.117776241E-2
1.828228750E-1,-1.436541043E-2,-2.652516775E-2,1.032217499E-2
1.928628750E-1,-1.649167947E-2,-1.540380716E-2,8.499240503E-3
2.029028750E-1,-2.030405402E-2,4.744987004E-3,5.070996471E-3
2.129428750E-1,-2.369665354E-2,1.839688420E-2,6.519755814E-3
2.229828750E-1,-1.802521013E-2,2.314912714E-2,4.335981794E-3
2.330228750E-1,-9.486050345E-3,-5.898973905E-5,-7.048498373E-4
2.430628750E-1,1.765490277E-3,-2.170336619E-2,-2.100310754E-3
2.531028750E-1,1.130706351E-2,-2.285172045E-2,-5.847644992E-3
2.631438750E-1,1.963033713E-2,-1.083859988E-2,-7.284489926E-3
2.731838750E-1,2.702753246E-2,-1.233716030E-4,-8.109271526E-3
2.832238750E-1,2.921213582E-2,1.115067117E-2,-1.066325139E-2
2.932638750E-1,2.708746493E-2,1.894228160E-2,-1.435146295E-2
3.033038750E-1,2.428765409E-2,2.023237571E-2,-1.782034338E-2
3.133438750E-1,2.498140745E-2,1.933915168E-2,-2.036818862E-2
3.233838750E-1,2.355193160E-2,2.491895482E-2,-2.446873300E-2
3.334238750E-1,2.200330235E-2,3.286369890E-2,-2.567940764E-2
3.434638750E-1,2.393445931E-2,3.395309672E-2,-2.936909534E-2
3.535048750E-1,2.296107449E-2,3.633156419E-2,-2.910411172E-2
3.635448750E-1,2.494988777E-2,4.190451279E-2,-3.063380532E-2
3.735848750E-1,2.371897548E-2,3.882616386E-2,-2.831951901E-2
3.836248750E-1,2.509287372E-2,2.366408892E-2,-3.087347187E-2
3.936648750E-1,2.759145200E-2,1.809595153E-2,-3.236670420E-2
4.037048750E-1,2.902270854E-2,1.534460858E-2,-3.629092872E-2
4.137448750E-1,3.358470276E-2,1.742187515E-2,-4.749165103E-2
4.237848750E-1,3.925406188E-2,2.456410602E-2,-5.555758625E-2
4.338248750E-1,4.411060363E-2,2.828587219E-2,-6.505228579E-2
4.438658750E-1,4.986406863E-2,2.400463447E-2,-7.426986098E-2
4.539058750E-1,4.972798005E-2,2.598389611E-2,-8.189582080E-2
4.639458750E-1,4.738358781E-2,3.653019667E-2,-8.253443986E-2
4.739858750E-1,5.159271508E-2,4.531889409E-2,-8.447296172E-2
4.840258750E-1,6.904174387E-2,5.496935174E-2,-7.071732730E-2
4.940658750E-1,6.448373944E-2,4.469061270E-2,-7.784926891E-2
5.041058750E-1,5.785574764E-2,3.433788940E-2,-8.205952495E-2
5.141458750E-1,5.476514995E-2,6.333359331E-2,-1.805589348E-1
5.241858750E-1,5.632781237E-2,9.698848426E-2,-1.944159567E-1
5.342268750E-1,4.118028656E-2,7.361471653E-2,-1.559556574E-1
5.442668750E-1,8.956551552E-3,4.562742636E-2,-8.490318060E-2
5.543068750E-1,-1.124965027E-2,7.821733505E-2,1.311952621E-2
5.643468750E-1,-4.308206961E-2,1.365565360E-1,1.904513501E-2
5.743868750E-1,-5.443512648E-2,2.353009582E-1,8.472918533E-3
5.844268750E-1,-5.249644071E-2,3.211699128E-1,8.385105059E-3
5.944668750E-1,-5.042343587E-2,2.964427471E-1,2.172088437E-2
6.045068750E-1,-3.689980879E-2,2.013371438E-1,4.884883761E-2
6.145468750E-1,-2.843441814E-2,7.735873014E-2,4.302450269E-2
6.245878750E-1,-4.033958539E-2,3.918890841E-3,1.048443094E-2
6.346278750E-1,-3.038894571E-2,-8.985988796E-3,2.043133602E-2
6.446678750E-1,-1.770858467E-2,-6.788698956E-3,3.667955846E-2
6.547078750E-1,-8.009085432E-3,-1.863443851E-2,2.990767173E-2
6.647478750E-1,-3.567859996E-3,1.834107563E-2,-6.024801172E-3
6.747878750E-1,-3.074376378E-3,3.802476823E-2,6.045976654E-3
6.848278750E-1,-4.054618534E-3,2.963254228E-2,6.648999639E-3
6.948678750E-1,-6.420038175E-3,4.945125058E-2,-8.691874333E-3
7.049078750E-1,-1.244809758E-2,7.026283443E-2,-2.092151344E-2
7.149478750E-1,-1.865379512E-2,7.993596792E-2,-1.264973544E-2
7.249888750E-1,-2.043866925E-2,8.485998958E-2,-8.937536739E-3
7.350288750E-1,-3.341438994E-2,7.144191861E-2,-1.555096544E-2
7.450688750E-1,-4.202544317E-2,9.982037544E-2,-1.563379914E-2
7.551088750E-1,-3.223885968E-2,1.404157430E-1,-1.453817450E-2
7.651488750E-1,-6.931516342E-3,1.812308431E-1,1.458751503E-4
7.751888750E-1,-9.673773311E-3,1.945117712E-1,-7.761049550E-3
7.852288750E-1,-2.218351141E-2,2.042597532E-1,-9.787929244E-3
7.952688750E-1,-3.389769420E-2,2.011776865E-1,-1.108808443E-2
8.053088750E-1,-3.970601782E-2,1.998886615E-1,-1.336817257E-2
8.153498750E-1,-4.569573328E-2,1.794451624E-1,-1.190476492E-2
8.253898750E-1,-5.608532578E-2,1.637879908E-1,-4.851200618E-3
8.354298750E-1,-6.417041272E-2,1.542504132E-1,2.224818338E-3
8.454693750E-1,-6.705786288E-2,1.460446119E-1,7.037452888E-3
8.555093750E-1,-6.421840191E-2,1.444035619E-1,4.087469541E-3
8.655493750E-1,-5.753312260E-2,1.439858824E-1,-1.163576962E-3
8.755893750E-1,-4.544290155E-2,1.390081644E-1,-5.946613848E-3
8.856293750E-1,-3.185532615E-2,1.316752285E-1,-4.250409547E-3
8.956693750E-1,-2.156860009E-2,1.243147850E-1,2.825076925E-3
9.057093750E-1,-1.315401588E-2,1.217452511E-1,1.181080379E-2
9.157503750E-1,-1.089325920E-2,1.197481453E-1,1.961093768E-2
9.257903750E-1,-1.236316003E-2,1.180169135E-1,2.419497818E-2
9.358303750E-1,-1.009494625E-2,1.185873598E-1,2.608981729E-2
9.458703750E-1,-1.939221052E-3,1.217827797E-1,2.512943745E-2
9.559103750E-1,1.005246025E-2,1.212805063E-1,2.533396892E-2
