"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.622541666E-3,1.482397914E-1,2.457738481E-2,4.188334942E-2
1.466354167E-2,1.167612299E-1,1.190954223E-1,5.292269960E-2
2.470354167E-2,6.768795848E-2,2.002126575E-1,6.399904937E-2
3.474454167E-2,3.985374235E-3,2.324993163E-1,6.092230976E-2
4.478554167E-2,-4.141646251E-2,2.401590943E-1,6.137105450E-2
5.482554167E-2,-6.978654861E-2,2.251183987E-1,7.389340550E-2
6.486654167E-2,-7.628812641E-2,2.069971859E-1,8.682491630E-2
7.490654167E-2,-7.697229832E-2,1.707343012E-1,8.751036972E-2
8.494754167E-2,-7.267289609E-2,1.367619485E-1,7.784868777E-2
9.498854167E-2,-5.765932426E-2,1.291279942E-1,6.600188464E-2
1.050285417E-1,-3.545096144E-2,1.199744493E-1,5.647255480E-2
1.150695417E-1,-9.548535571E-3,1.039570048E-1,4.366347566E-2
1.251105417E-1,9.367364459E-3,1.095632315E-1,2.323569544E-2
1.351505417E-1,2.697066031E-2,1.061297134E-1,5.027850624E-3
1.451915417E-1,4.385723174E-2,1.133540645E-1,-1.224487927E-2
1.552315417E-1,5.521636829E-2,1.371357739E-1,-3.001356125E-2
1.652725417E-1,6.292701513E-2,1.620658785E-1,-3.731834888E-2
1.753135417E-1,6.803976744E-2,1.486863494E-1,-4.534741119E-2
1.853535417E-1,6.946455687E-2,1.363641620E-1,-4.219343141E-2
1.953945417E-1,5.731815100E-2,9.175632149E-2,-3.642499819E-2
2.054355417E-1,3.705921769E-2,5.271597952E-2,-3.551446274E-2
2.154755417E-1,2.567927353E-2,3.671113774E-2,-3.509842232E-2
2.255165417E-1,1.646260545E-2,4.028829560E-2,-3.054974414E-2
2.355575417E-1,1.566287689E-2,4.276985675E-2,-2.600731142E-2
2.455975417E-1,1.944163628E-2,3.385146335E-2,-2.042266354E-2
2.556385417E-1,1.968633384E-2,4.957608506E-2,-1.710442081E-2
2.656785417E-1,2.045518905E-2,7.108430564E-2,-1.820723712E-2
2.757195417E-1,3.058318608E-2,6.486038864E-2,-1.439787541E-2
2.857605417E-1,3.208414465E-2,2.937882766E-2,-1.383701339E-2
2.958005417E-1,3.447461873E-2,9.936978109E-3,-1.475248486E-2
3.058411667E-1,3.683790565E-2,-2.088378556E-2,-1.355645806E-2
3.158821667E-1,3.003724106E-2,-4.387823120E-2,-1.311074570E-2
3.259221667E-1,2.590987459E-2,-3.543201834E-2,-1.994335093E-2
3.359631667E-1,2.222138457E-2,-4.014562815E-3,-2.242762968E-2
3.460031667E-1,2.263017930E-2,1.265975460E-2,-2.263349295E-2
3.560441667E-1,1.594245248E-2,3.968961909E-2,-2.144889534E-2
3.660851667E-1,1.193546038E-2,8.091482520E-2,-1.636571996E-2
3.761251667E-1,4.762746859E-3,1.131456420E-1,-9.853610769E-3
3.861661667E-1,-4.982558545E-3,1.453872174E-1,4.906395334E-4
3.962071667E-1,-1.596350968E-2,1.959035099E-1,2.644709311E-3
4.062471667E-1,-3.028066270E-2,2.400051951E-1,4.049526993E-3
4.162881667E-1,-5.706196278E-2,3.073218763E-1,-7.328428794E-3
4.263291667E-1,-9.095308185E-2,4.061334133E-1,-2.221043780E-2
4.363691667E-1,-1.264058799E-1,6.007490158E-1,-4.296046123E-2
4.464101667E-1,-1.909396052E-1,8.745776415E-1,-6.752758473E-2
4.564501667E-1,-2.598576844E-1,1.237271190E0,-1.001381055E-1
4.664911667E-1,-3.460407853E-1,1.704330802E0,-1.468549967E-1
4.765321667E-1,-4.419734776E-1,2.237934113E0,-1.973704994E-1
4.865721667E-1,-5.522549748E-1,2.791493177E0,-2.434706241E-1
4.966131667E-1,-6.504054666E-1,3.300152540E0,-2.784352601E-1
5.066541667E-1,-7.136134505E-1,3.629694700E0,-2.890777886E-1
5.166941667E-1,-7.944116592E-1,3.797562361E0,-2.563001215E-1
5.267351667E-1,-6.528955698E-1,3.417033195E0,-3.224341273E-1
5.367751667E-1,-5.746092796E-1,2.967760324E0,-3.450925648E-1
5.468161667E-1,-4.861113727E-1,2.521761179E0,-3.415899873E-1
5.568571667E-1,-4.182178080E-1,2.137786150E0,-2.995168567E-1
5.668971667E-1,-3.359221220E-1,1.815810084E0,-2.716681957E-1
5.769381667E-1,-2.635472715E-1,1.536929727E0,-2.390108109E-1
5.869791667E-1,-1.772400588E-1,1.140153050E0,-1.633474827E-1
5.970191667E-1,-1.089313179E-1,6.760639548E-1,-1.079537943E-1
6.070601667E-1,-8.313674480E-2,2.779906392E-1,-5.327297002E-2
6.171011667E-1,-1.539246291E-1,-9.639927000E-2,2.415656298E-2
6.271411667E-1,-1.738328338E-1,-3.174291253E-1,9.777671844E-2
6.371821667E-1,-1.748080701E-1,-2.802984715E-1,2.369842231E-1
