"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.949708316E-3,-1.019170624E1,-3.745211792E-1,-3.535647583E-1
7.091291714E-3,-1.006506958E1,-5.695655823E-1,-5.179229736E-2
1.713229169E-2,-1.003692810E1,-4.661306763E-1,-1.184037781E-1
2.717329172E-2,-9.908046112E0,-4.176315308E-1,8.382568359E-2
3.721429169E-2,-9.912536774E0,-1.886077881E-1,3.688330078E-1
4.725429171E-2,-9.986932068E0,1.637594604E-1,3.896397400E-1
5.729529168E-2,-9.767488403E0,2.502795410E-1,3.147953796E-1
6.733629172E-2,-9.491761780E0,1.945953369E-2,6.899153137E-1
7.737729169E-2,-9.425150299E0,6.227050781E-2,7.978408813E-1
8.741829172E-2,-9.202114105E0,-3.487747192E-2,6.563850403E-1
9.745929169E-2,-9.149573364E0,-2.275268555E-1,5.348377991E-1
1.074992917E-1,-9.282796326E0,-3.535647583E-1,6.089337158E-1
1.175402917E-1,-9.773326263E0,-3.492237854E-1,4.933740234E-1
1.275812917E-1,-1.006581802E1,-3.206332397E-1,4.343966675E-1
1.376222917E-1,-1.000474503E1,-3.589535522E-1,7.882608032E-1
1.476632917E-1,-9.717791748E0,-1.977388000E-1,8.846603394E-1
1.577042917E-1,-9.601633301E0,-1.356179810E-1,1.012195129E0
1.677442917E-1,-9.873168640E0,-6.361770630E-2,1.170116730E0
1.777852917E-1,-9.844727783E0,-8.382568359E-2,1.210233307E0
1.878262917E-1,-9.795779572E0,-1.146615601E-1,1.228944397E0
1.978672917E-1,-9.645192719E0,-1.770817566E-1,1.363664246E0
2.079082917E-1,-9.412875824E0,-2.883004761E-1,1.411714325E0
2.179492917E-1,-9.439520416E0,-2.634521484E-1,1.515149231E0
2.279892917E-1,-9.508676605E0,-1.466949463E-1,1.580413513E0
2.380302917E-1,-9.422306213E0,-1.597178650E-1,1.776805115E0
2.480712917E-1,-9.266031189E0,-1.079255676E-1,1.907333679E0
2.581122917E-1,-9.194929047E0,-6.047424316E-2,2.036065979E0
2.681532917E-1,-9.298064575E0,-4.146377563E-2,2.149679718E0
2.781932917E-1,-9.650132446E0,2.155517578E-2,2.001637573E0
2.882342917E-1,-9.659263458E0,1.118174744E-1,1.854044495E0
2.982752917E-1,-9.444011078E0,5.927673340E-2,1.967957611E0
3.083162917E-1,-9.317524109E0,1.345701599E-1,2.183659058E0
3.183572917E-1,-9.301058350E0,1.820214844E-1,2.370620270E0
3.283982917E-1,-9.446555786E0,1.257385254E-1,2.435435486E0
3.384382917E-1,-9.470655670E0,6.840774536E-2,2.517913971E0
3.484792917E-1,-9.503287811E0,6.810836792E-2,2.312091980E0
3.585202917E-1,-9.435029755E0,-7.185058594E-3,2.179617462E0
3.685612917E-1,-9.450148315E0,-3.308120728E-2,2.132166138E0
3.786022917E-1,-9.448801117E0,-2.110610962E-2,2.127226410E0
3.886432917E-1,-9.294172668E0,-1.672023010E-1,2.139949951E0
3.986832917E-1,-9.330696716E0,5.179229736E-2,2.161056061E0
4.087242917E-1,-9.240434418E0,1.342707825E-1,2.318827972E0
4.187652917E-1,-9.294022980E0,2.571652222E-1,2.270179138E0
4.288062917E-1,-9.136101379E0,2.089654541E-1,2.323618011E0
4.388472917E-1,-9.066645813E0,1.426533508E-1,2.443668365E0
4.488882917E-1,-9.047485657E0,1.200503540E-1,2.541265411E0
4.589282917E-1,-9.070238342E0,9.684860229E-2,2.547103271E0
4.689692917E-1,-9.205257568E0,-1.272354126E-2,2.465073853E0
4.790102917E-1,-9.358538818E0,-2.160008240E-1,2.329006805E0
4.890519167E-1,-9.379046173E0,-1.209484863E-1,2.237397308E0
4.990929167E-1,-9.308991852E0,-3.345542908E-1,2.076481934E0
5.091329167E-1,-9.258097687E0,-3.088078308E-1,1.894011383E0
5.191739167E-1,-9.179660797E0,-1.658551025E-1,1.905088348E0
5.292149167E-1,-9.026978302E0,-3.894900513E-1,1.932481384E0
5.392559167E-1,-8.883127441E0,-4.987628174E-1,1.973047028E0
5.492969167E-1,-8.873247986E0,-3.513194275E-1,1.915716248E0
5.593379167E-1,-8.806935883E0,-2.158511353E-1,1.550026703E0
5.693779167E-1,-9.123677216E0,-1.971400452E-1,1.257834320E0
5.794189167E-1,-9.925709381E0,-4.412823486E-1,1.027313690E0
5.894599167E-1,-1.029349457E1,-4.082011414E-1,5.415737915E-1
5.995009167E-1,-1.041025177E1,-3.873944092E-1,2.411485291E-1
6.095419167E-1,-1.064211960E1,-5.152285767E-1,1.404080200E-1
6.195829167E-1,-1.069226532E1,-5.520520020E-1,-8.831634521E-3
6.296229167E-1,-1.058658508E1,-5.453160095E-1,-6.077362061E-2
6.396639167E-1,-1.034768188E1,-3.998185730E-1,-9.999206543E-2
6.497049167E-1,-1.032642609E1,-5.215155029E-1,-1.055305481E-1
6.597459167E-1,-1.020981857E1,-4.974156189E-1,-1.130149841E-1
6.697869167E-1,-1.005608826E1,-3.929328918E-1,-2.230361938E-2
6.798279167E-1,-1.020173538E1,-4.079017639E-1,-1.297801208E-1
6.898679167E-1,-1.013108231E1,-4.005670166E-1,-2.604583740E-2
6.999089167E-1,-9.885143738E0,-3.496728516E-1,1.151106262E-1
7.099499167E-1,-9.516011353E0,-2.402503967E-1,3.225791931E-1
7.199909167E-1,-9.332343292E0,-1.597178650E-1,3.535647583E-1
7.300319167E-1,-9.322463837E0,-1.444496155E-1,3.442840576E-1
7.400729167E-1,-9.443861389E0,-1.640588379E-1,2.902464294E-1
7.501129167E-1,-9.612261200E0,-1.797761536E-1,2.185455322E-1
7.601539167E-1,-9.732760620E0,-2.607577515E-1,1.254391479E-1
