"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.442416666E-3,-9.274713135E0,5.972579956E-1,2.404599609E0
1.148341667E-2,-9.347461853E0,1.992356873E-1,2.885998535E0
2.152441667E-2,-9.314081268E0,4.745132446E-1,3.367547150E0
3.156495834E-2,-9.313332825E0,4.393363953E-1,3.770509186E0
4.160595833E-2,-9.289232941E0,3.836521912E-1,4.126319275E0
5.164695833E-2,-9.203760681E0,3.652404785E-1,4.183051300E0
6.168795833E-2,-9.122479706E0,3.574566650E-1,4.137396240E0
7.172895833E-2,-9.000483398E0,4.719685364E-1,4.081562347E0
8.176895833E-2,-8.851393433E0,5.580395508E-1,4.022285614E0
9.180995833E-2,-8.660989380E0,6.330335999E-1,3.976780243E0
1.018509583E-1,-8.554860077E0,7.045848083E-1,4.056863708E0
1.118919583E-1,-8.473579102E0,8.460406494E-1,4.105811920E0
1.219329583E-1,-8.372239838E0,9.880952454E-1,4.237088928E0
1.319739583E-1,-8.394094391E0,1.083896027E0,4.368964691E0
1.420149583E-1,-8.356522522E0,1.158740387E0,4.378395081E0
1.520559583E-1,-8.342002716E0,1.146765289E0,4.376748505E0
1.620969583E-1,-8.455915833E0,1.100062408E0,4.290378113E0
1.721369583E-1,-8.490643616E0,1.007704468E0,4.221521301E0
1.821779583E-1,-8.447084198E0,9.202862549E-1,4.127516785E0
1.922189583E-1,-8.486302643E0,8.418493652E-1,4.123325500E0
2.022599583E-1,-8.621920624E0,7.714956665E-1,4.168381805E0
2.123009583E-1,-8.773405609E0,7.746391296E-1,4.224215698E0
2.223419583E-1,-8.772058411E0,7.315287781E-1,4.261338501E0
2.323829583E-1,-8.736731873E0,7.961943054E-1,4.223467255E0
2.424239583E-1,-8.748257904E0,8.663983154E-1,4.189038849E0
2.524649583E-1,-8.825347595E0,9.092092896E-1,4.180207214E0
2.625059583E-1,-8.799301758E0,9.015751648E-1,4.287534027E0
2.725459583E-1,-8.727900238E0,9.569599915E-1,4.300107880E0
2.825869583E-1,-8.636141052E0,1.018781433E0,4.306245117E0
2.926279583E-1,-8.628357239E0,1.044677582E0,4.329446869E0
3.026689583E-1,-8.686586151E0,1.061891785E0,4.324207764E0
3.127099583E-1,-8.688083038E0,1.046024780E0,4.300107880E0
3.227509583E-1,-8.693322144E0,9.735754395E-1,4.276307373E0
3.327919583E-1,-8.737779694E0,9.449848938E-1,4.293820953E0
3.428329583E-1,-8.781189423E0,9.014254761E-1,4.311334534E0
3.528739583E-1,-8.770711212E0,8.586145020E-1,4.282743988E0
3.629139583E-1,-8.764274597E0,9.421408081E-1,4.157005463E0
3.729549583E-1,-8.750203857E0,1.003962250E0,4.100872192E0
3.829959583E-1,-8.728349304E0,1.033450928E0,4.074377289E0
3.930369583E-1,-8.666078796E0,1.070424042E0,4.070036316E0
4.030779583E-1,-8.619076538E0,1.082399139E0,4.102967834E0
4.131189583E-1,-8.584947510E0,1.065783691E0,4.133204956E0
4.231599583E-1,-8.558452606E0,1.106349335E0,4.120032349E0
4.332009583E-1,-8.531358948E0,1.104852448E0,4.149521027E0
4.432419583E-1,-8.522826691E0,1.150208130E0,4.132606201E0
4.532829583E-1,-8.617879028E0,1.160536652E0,4.109105072E0
4.633229583E-1,-8.670120392E0,1.092727661E0,4.223616943E0
4.733639583E-1,-8.571774902E0,1.078058167E0,4.215084686E0
4.834049583E-1,-8.507109375E0,1.082548828E0,4.104913788E0
4.934459583E-1,-8.436456299E0,1.083746338E0,4.081262970E0
5.034869583E-1,-8.440797272E0,1.141077118E0,3.810476074E0
5.135279583E-1,-8.518186340E0,1.059197388E0,3.783831482E0
5.235689583E-1,-8.491242371E0,8.484356689E-1,3.746858368E0
5.336099583E-1,-8.704399109E0,7.198530579E-1,3.634142761E0
5.436509583E-1,-8.927884369E0,7.571255493E-1,3.567381592E0
5.536909583E-1,-9.033414917E0,8.265811157E-1,3.597019958E0
5.637319583E-1,-9.067394257E0,8.457412720E-1,3.579207001E0
5.737729583E-1,-9.015601959E0,8.517288208E-1,3.476969604E0
5.838139583E-1,-8.796457672E0,8.942404175E-1,3.357967072E0
5.938549583E-1,-8.556356964E0,9.150471497E-1,3.306623840E0
6.038959583E-1,-8.401578827E0,9.428892517E-1,3.294049988E0
6.139369583E-1,-8.436156921E0,1.000369720E0,3.145109711E0
6.239779583E-1,-8.439599762E0,1.135987701E0,2.843636627E0
6.340189583E-1,-8.449778595E0,1.310375061E0,2.609224091E0
6.440589583E-1,-8.544830933E0,1.290466461E0,2.346969452E0
6.540999583E-1,-9.036259003E0,1.308728485E0,1.833537140E0
6.641409583E-1,-9.777966614E0,9.072633362E-1,1.878443756E0
6.741819583E-1,-1.051488419E1,8.876541138E-2,2.204316101E0
6.842229583E-1,-1.038690033E1,2.722837830E-1,1.376387787E0
6.942639583E-1,-1.056937088E1,2.335144043E-2,1.449136505E0
7.043049583E-1,-1.017553986E1,8.815168762E-1,8.331674194E-1
7.143459583E-1,-1.034588562E1,7.340734863E-1,1.553768921E-1
7.243869583E-1,-1.043584854E1,2.116598511E-1,3.635939026E-1
7.344279583E-1,-1.038869659E1,2.330653381E-1,4.616400146E-1
