"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.777525410198969E9,"2026-04-30 14:03:30.199 UTC+09:00"
"PAUSE",1.520650850000675E1,1.777525425405219E9,"2026-04-30 14:03:45.405 UTC+09:00"
