"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782735661996468E9,"2026-06-29 21:21:01.996 UTC+09:00"
"PAUSE",6.666667708332534E1,1.782735728661910E9,"2026-06-29 21:22:08.662 UTC+09:00"
