"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.776313174892739E9,"2026-04-16 13:19:34.893 UTC+09:00"
"PAUSE",1.421270758333412E1,1.776313189105121E9,"2026-04-16 13:19:49.105 UTC+09:00"
