"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.777534681591715E9,"2026-04-30 16:38:01.592 UTC+09:00"
"PAUSE",6.124963912500243E1,1.777534742840207E9,"2026-04-30 16:39:02.840 UTC+09:00"
