"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782797642543377E9,"2026-06-30 14:34:02.543 UTC+09:00"
"PAUSE",5.829130787498434E1,1.782797700834309E9,"2026-06-30 14:35:00.834 UTC+09:00"
