"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.776313282228848E9,"2026-04-16 13:21:22.229 UTC+09:00"
"PAUSE",1.442163041666208E1,1.776313296650148E9,"2026-04-16 13:21:36.650 UTC+09:00"
