"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.049500003E-3,-8.944050751E0,6.102809143E-1,2.458786926E0
1.509050000E-2,-8.681646423E0,4.604425049E-1,2.994223480E0
2.513050000E-2,-8.737180939E0,4.858895874E-1,3.575165405E0
3.517150000E-2,-8.792565765E0,5.658233643E-1,3.678899689E0
4.521250000E-2,-8.763077087E0,4.077520752E-1,3.600612488E0
5.525350000E-2,-8.646768951E0,2.624043274E-1,3.364852753E0
6.529350000E-2,-8.535550232E0,6.062393188E-2,3.109932861E0
7.533450000E-2,-8.577463074E0,-1.835183716E-1,2.922821960E0
8.537550000E-2,-8.637338562E0,-3.594026184E-1,2.513572998E0
9.541549999E-2,-8.812324677E0,-5.287005615E-1,2.189646606E0
1.054565000E-1,-9.023834839E0,-5.774990845E-1,2.151475983E0
1.154975000E-1,-9.223220215E0,-6.337820435E-1,2.441872101E0
1.255385000E-1,-9.390871582E0,-6.149212646E-1,2.730771332E0
1.355785000E-1,-9.396559753E0,-3.218307495E-1,2.601290588E0
1.456195000E-1,-9.492061157E0,-2.270777893E-1,2.457739105E0
1.556605000E-1,-9.609417114E0,-1.800755310E-1,2.424957275E0
1.657005000E-1,-9.715396729E0,-8.547225952E-2,2.458038483E0
1.757415000E-1,-9.800120544E0,1.960922241E-2,2.400408325E0
1.857825000E-1,-9.765692139E0,1.260379028E-1,2.184856567E0
1.958225000E-1,-9.774224396E0,2.062710571E-1,1.975591736E0
2.058635000E-1,-9.778864746E0,2.415975952E-1,1.604363708E0
2.159045000E-1,-9.875563660E0,7.409591675E-2,1.400637360E0
2.259455000E-1,-9.842632141E0,4.026626587E-2,1.293160858E0
2.359855000E-1,-9.649084625E0,2.007325745E-1,1.308429108E0
2.460265000E-1,-9.644444275E0,7.200027466E-2,1.483265533E0
2.560675000E-1,-9.759704590E0,-2.692900085E-1,1.471589813E0
2.661075000E-1,-9.670041046E0,-5.119354248E-1,1.168021088E0
2.761485000E-1,-9.699529724E0,-6.008505249E-1,9.358538818E-1
2.861895000E-1,-9.730664978E0,1.047821045E-2,6.336323547E-1
2.962295000E-1,-1.004546036E1,2.615061951E-1,6.463558960E-1
3.062705000E-1,-1.018571869E1,4.281097412E-2,9.445358276E-1
3.163115000E-1,-9.964628448E0,-7.035369873E-2,1.282083893E0
3.263525000E-1,-9.679471436E0,-9.879455566E-2,1.280886383E0
3.363925000E-1,-9.548044739E0,-6.571334839E-2,1.103505249E0
3.464335000E-1,-9.602681122E0,-3.712280273E-2,1.021475830E0
3.564745000E-1,-9.721983032E0,-3.951782227E-2,1.023870850E0
3.665145000E-1,-9.778864746E0,-7.125183105E-2,1.025068359E0
3.765555000E-1,-9.853110352E0,-4.685256958E-2,9.952803040E-1
3.865965000E-1,-9.946815491E0,-1.070274353E-1,1.013093262E0
3.966365000E-1,-9.940827942E0,-1.835183716E-1,1.094972992E0
4.066775000E-1,-9.825567627E0,-2.320175171E-1,1.115330658E0
4.167185000E-1,-9.708810425E0,-2.171983337E-1,1.100511475E0
4.267585000E-1,-9.618398438E0,-2.287243652E-1,1.162332916E0
4.367995000E-1,-9.530531158E0,-2.300715637E-1,1.185983734E0
