"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781756806032698E9,"2026-06-18 13:26:46.033 UTC+09:00"
"PAUSE",6.951785875001224E1,1.781756875549454E9,"2026-06-18 13:27:55.549 UTC+09:00"
