"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.833314542E0,-8.958727837E0,4.426721856E-2,3.833899975E0
2.843314542E0,-8.968298912E0,3.469592705E-2,3.814757586E0
2.853314542E0,-8.977870941E0,3.469592705E-2,3.814757586E0
2.863314542E0,-8.977870941E0,2.033899166E-2,3.819543123E0
2.873314542E0,-8.987442017E0,3.948157281E-2,3.814757586E0
2.883314542E0,-8.986844063E0,1.076770201E-2,3.790829182E0
2.893314542E0,-8.991629601E0,1.555334684E-2,3.795614958E0
2.903314542E0,-8.996415138E0,2.033899166E-2,3.790829182E0
2.913314542E0,-8.977272034E0,1.555334684E-2,3.795614958E0
2.923314542E0,-8.982057571E0,-1.316052489E-2,3.805186272E0
2.933314542E0,-8.987442017E0,-3.290131316E-2,3.829712629E0
2.943314542E0,-8.991629601E0,-8.973085321E-3,3.800400496E0
2.953314542E0,-8.991629601E0,5.982056726E-3,3.771686792E0
2.963314542E0,-8.972486496E0,2.512463741E-2,3.766901016E0
2.973314542E0,-8.958129883E0,1.555334684E-2,3.772284985E0
2.983314542E0,-8.982057571E0,-1.794617064E-2,3.796213150E0
2.993314542E0,-8.991629601E0,-1.854437590E-2,3.796213150E0
3.003314542E0,-8.991629601E0,1.495514158E-2,3.747758389E0
3.013314542E0,-8.962915421E0,4.905286431E-2,3.723830223E0
3.023314542E0,-8.962915421E0,5.383851007E-2,3.747758389E0
3.033314542E0,-8.986844063E0,1.112662554E-1,3.742374659E0
3.043314542E0,-9.020342827E0,1.399801224E-1,3.718446493E0
3.053314542E0,-9.029914856E0,1.734796464E-1,3.703491211E0
3.063314542E0,-9.053842545E0,1.639083475E-1,3.693919897E0
3.073314542E0,-9.082556725E0,1.447657645E-1,3.713062525E0
3.083314542E0,-9.101100922E0,1.154536903E-1,3.693919897E0
3.093314542E0,-9.110671997E0,1.106680483E-1,3.674777269E0
3.103314542E0,-9.091529846E0,1.010967568E-1,3.631706476E0
3.113314542E0,-9.077172279E0,1.208375469E-1,3.626920938E0
3.123314542E0,-9.071788788E0,1.399801224E-1,3.607778311E0
3.133314542E0,-9.062217712E0,1.591227055E-1,3.598206997E0
3.143314542E0,-9.048459053E0,1.830509305E-1,3.631706476E0
3.153314542E0,-9.024530411E0,2.069791555E-1,3.636492252E0
3.163314542E0,-9.010771751E0,1.974078715E-1,3.689134359E0
3.173314542E0,-8.982057571E0,2.021935135E-1,3.713062525E0
3.183314542E0,-8.953344345E0,2.309073806E-1,3.732205153E0
3.193314542E0,-8.930013657E0,1.878365725E-1,3.761517286E0
3.203314542E0,-8.925228119E0,1.782652885E-1,3.795016766E0
3.213314542E0,-8.925228119E0,1.639083475E-1,3.775874138E0
3.223314542E0,-8.930013657E0,1.256231815E-1,3.766302824E0
3.233314542E0,-8.920442581E0,2.021935135E-1,3.775874138E0
3.243314542E0,-8.928817749E0,-3.589233849E-3,3.705285788E0
3.253314542E0,-9.005388260E0,-1.381855011E-1,3.701098442E0
3.263314542E0,-9.067601204E0,-8.973085321E-3,3.685544968E0
3.273314542E0,-9.052646637E0,-1.286142170E-1,3.681357622E0
3.283314542E0,-9.047860146E0,6.281159073E-2,3.627519131E0
3.293314542E0,-9.119047165E0,-4.725824669E-2,3.522833109E0
3.303314542E0,-9.148359299E0,6.281159073E-2,3.631706476E0
3.313314542E0,-8.951549530E0,9.212367237E-2,4.096512318E0
3.323314542E0,-8.895318031E0,-8.374879137E-3,3.667598963E0
3.333314542E0,-9.054440498E0,-6.640082598E-2,3.222533941E0
3.343314542E0,-9.315856934E0,-5.264209956E-2,3.019742250E0
3.353314542E0,-9.294321060E0,6.699903309E-2,3.267399311E0
3.363314542E0,-9.171689034E0,1.154536903E-1,3.540181160E0
3.373314542E0,-9.122037888E0,2.159522474E-1,3.855435371E0
3.383314542E0,-9.107083321E0,2.398804724E-1,3.798007727E0
3.393314542E0,-9.139984131E0,2.111666054E-1,3.716651678E0
3.403314542E0,-9.142974854E0,1.058823988E-1,3.516851187E0
3.413314542E0,-9.184849739E0,5.383851007E-3,3.426522017E0
3.423314542E0,-9.175876617E0,5.982056609E-4,3.450450182E0
3.433314542E0,-9.160323143E0,-2.811566554E-2,3.340978622E0
3.443314542E0,-9.126823425E0,4.366901144E-2,3.321237803E0
3.453314542E0,-9.040681839E0,1.016949583E-2,3.322434187E0
3.463314542E0,-8.993423462E0,-1.190429255E-1,3.442673683E0
3.473314542E0,-9.021539688E0,5.383851007E-3,3.322434187E0
3.483314542E0,-9.008378983E0,5.324030295E-2,3.412763357E0
3.493314542E0,-9.014361382E0,5.802594870E-2,3.565903902E0
3.503314542E0,-9.032905579E0,9.631111473E-2,3.498306751E0
3.513314542E0,-9.062217712E0,1.968096644E-1,3.535993576E0
3.523314542E0,-9.072386742E0,1.920240223E-1,3.607778311E0
3.533314542E0,-9.086744308E0,2.063809484E-1,3.597608805E0
3.543314542E0,-9.086145401E0,2.063809484E-1,3.564109325E0
3.553314542E0,-9.066405296E0,1.393819153E-1,3.479164124E0
3.563314542E0,-9.090931892E0,-1.333998591E-1,3.017349243E0
3.573314542E0,-9.109476089E0,1.495514158E-2,3.527020693E0
3.583314542E0,-9.081958771E0,1.250249892E-1,3.660420418E0
3.593314542E0,-9.057432175E0,1.010967568E-1,3.565305710E0
3.603314542E0,-9.084351540E0,5.802594870E-2,3.388236761E0
3.613314542E0,-9.076574326E0,1.202393398E-1,3.583850145E0
3.623314542E0,-9.047262192E0,1.064806059E-1,3.479164124E0
3.633314542E0,-9.047262192E0,8.195417374E-2,3.488735437E0
3.643314542E0,-9.071190834E0,1.495514158E-2,3.556332588E0
3.653314542E0,-9.061619759E0,-8.973085321E-3,3.546761274E0
3.663314542E0,-9.094520569E0,-2.811566554E-2,3.484548092E0
3.673314542E0,-9.113663673E0,-1.375873014E-2,3.446262836E0
3.683314542E0,-9.104091644E0,-2.333002165E-2,3.451048374E0
3.693314542E0,-9.109476089E0,5.982056609E-4,3.503690481E0
3.703314542E0,-9.089735031E0,2.931207791E-2,3.474976778E0
3.713314542E0,-9.119047165E0,2.931207791E-2,3.507878065E0
3.723314542E0,-9.109476089E0,3.888336942E-2,3.522234917E0
3.733314542E0,-9.123832703E0,8.195417374E-2,3.497708559E0
3.743314542E0,-9.118449211E0,6.759724021E-2,3.474378586E0
3.753314542E0,-9.123234749E0,8.673982322E-2,3.473780155E0
3.763314542E0,-9.138189316E0,9.152546525E-2,3.483351469E0
3.773314542E0,-9.133403778E0,8.673982322E-2,3.502494097E0
3.783314542E0,-9.104690552E0,9.152546525E-2,3.498306751E0
3.793314542E0,-9.090332985E0,8.195417374E-2,3.527020693E0
3.803314542E0,-9.080761909E0,8.195417374E-2,3.517449379E0
