"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.782735567549629E9,"2026-06-29 21:19:27.550 UTC+09:00"
"PAUSE",6.721555833335151E1,1.782735634763943E9,"2026-06-29 21:20:34.764 UTC+09:00"
