"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.776313022716175E9,"2026-04-16 13:17:02.716 UTC+09:00"
"PAUSE",1.557583000000159E1,1.776313038291759E9,"2026-04-16 13:17:18.292 UTC+09:00"
