"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.776313221599356E9,"2026-04-16 13:20:21.599 UTC+09:00"
"PAUSE",1.450451158333453E1,1.776313236103535E9,"2026-04-16 13:20:36.104 UTC+09:00"
