"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773128321575865E9,"2026-03-10 16:38:41.576 UTC+09:00"
"PAUSE",7.138393749999523E1,1.773128392958916E9,"2026-03-10 16:39:52.959 UTC+09:00"
