"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.776312979250530E9,"2026-04-16 13:16:19.251 UTC+09:00"
"PAUSE",1.432344270832982E1,1.776312993573641E9,"2026-04-16 13:16:33.574 UTC+09:00"
