"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.561999995E-3,1.047691107E-1,1.185718253E-1,3.264888003E-2
1.660300000E-2,7.684486359E-2,2.547216713E-1,2.939260751E-2
2.664299999E-2,7.004954666E-2,3.227657080E-1,4.345436394E-2
3.668300001E-2,6.869612634E-2,3.238505721E-1,4.769970849E-2
4.672399999E-2,7.478490472E-2,2.809419930E-1,4.398300126E-2
5.676400001E-2,8.439989388E-2,2.372848839E-1,4.409555346E-2
6.680500001E-2,9.482137859E-2,1.942311674E-1,4.614751786E-2
7.684500000E-2,1.063758582E-1,1.752159148E-1,4.131930694E-2
8.688500000E-2,1.161661744E-1,1.477126628E-1,2.175039984E-2
9.692600000E-2,1.223907769E-1,1.277607530E-1,1.454908028E-2
1.069660000E-1,1.256784499E-1,1.339765787E-1,1.372030377E-2
1.170060000E-1,1.230906770E-1,1.409247220E-1,1.311709080E-2
1.270470000E-1,1.210831851E-1,1.375558227E-1,1.321110036E-2
1.370870000E-1,1.191858724E-1,1.296974868E-1,1.060655899E-2
1.471280000E-1,1.203778982E-1,1.222281232E-1,9.683507495E-3
1.571680000E-1,1.263585836E-1,1.100221425E-1,6.862542592E-3
1.672080000E-1,1.305208504E-1,9.588235617E-2,5.495275836E-3
1.772490000E-1,1.310260445E-1,8.185172081E-2,6.989443675E-3
1.872890000E-1,1.310934275E-1,7.742634416E-2,1.109816879E-2
1.973290000E-1,1.301546991E-1,8.262488246E-2,1.085048448E-2
2.073700000E-1,1.238259450E-1,8.795094490E-2,1.221668627E-2
2.174100000E-1,1.159517691E-1,9.629157931E-2,1.362297218E-2
2.274510000E-1,1.060088575E-1,1.013289467E-1,1.871387102E-2
2.374910000E-1,9.515484422E-2,9.183464944E-2,2.335603908E-2
2.475310000E-1,8.399673551E-2,7.706741989E-2,2.542717941E-2
2.575720000E-1,7.941871136E-2,6.845979393E-2,3.413200751E-2
2.676120000E-1,7.770470530E-2,6.132998317E-2,4.066047817E-2
