"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.123791649E-3,1.940041929E-1,5.911268592E-1,2.102747560E-1
1.916479162E-2,1.433564574E-1,1.905762404E-1,2.004024237E-1
2.920479164E-2,7.351341099E-2,-1.276223082E-2,1.743340641E-1
3.924579168E-2,2.198523283E-2,-1.937592402E-2,1.466957927E-1
4.928579164E-2,-4.025704786E-2,1.148676872E-2,1.299190819E-1
5.932679167E-2,-7.854717970E-2,6.550126523E-2,1.322549433E-1
6.936679163E-2,-1.174457073E-1,9.727817029E-2,1.374733448E-1
7.940779167E-2,-1.661988646E-1,2.002658099E-1,1.388203800E-1
8.944879164E-2,-1.363235861E-1,1.874444783E-1,1.595483571E-1
9.948879166E-2,-1.139336005E-1,7.590863109E-2,1.735797524E-1
1.095297916E-1,-1.368709803E-1,8.654053509E-2,1.747440547E-1
1.195697917E-1,-1.497851759E-1,1.490968466E-1,1.698419750E-1
1.296107916E-1,-1.397546977E-1,1.397865415E-1,1.378011107E-1
1.396507917E-1,-1.196209192E-1,1.091335639E-1,1.009328514E-1
1.496917916E-1,-8.451689035E-2,9.719670564E-2,8.848845959E-2
1.597317916E-1,-5.937318876E-2,8.758615702E-2,6.392879039E-2
1.697727917E-1,-4.465977848E-2,1.123990789E-1,4.544141144E-2
1.798127916E-1,-1.190502848E-2,1.157935411E-1,3.065660782E-2
1.898537917E-1,2.382556722E-2,1.049843952E-1,1.400376670E-2
1.998937916E-1,5.055704713E-2,1.274500340E-1,6.708303466E-3
2.099347917E-1,6.576366723E-2,1.721926332E-1,-2.392557217E-4
2.199741667E-1,8.416397870E-2,1.794396192E-1,-8.007962257E-3
2.300141666E-1,9.944094718E-2,1.381154954E-1,-3.169053420E-2
2.400551667E-1,1.361768693E-1,1.019638851E-1,-2.162192017E-2
2.500951667E-1,1.520849466E-1,6.587309390E-2,-2.412405796E-2
2.601361666E-1,1.216412932E-1,8.841888607E-2,-3.766303509E-2
