"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-9.162083734E-4,-8.515641632E0,3.445834351E-1,4.308490448E0
9.123791649E-3,-8.860973511E0,1.865121460E-1,3.479214935E0
1.916479162E-2,-8.967102814E0,2.743794250E-1,2.978057098E0
2.920479164E-2,-8.939410400E0,4.254153442E-1,2.972668304E0
3.924579168E-2,-8.574020233E0,6.048921204E-1,3.541036377E0
4.928579164E-2,-8.381520538E0,7.140151978E-1,3.732937317E0
5.932679167E-2,-8.538394318E0,7.876620483E-1,3.888763275E0
6.936679163E-2,-8.647966461E0,7.616162109E-1,4.139940948E0
7.940779167E-2,-8.462801514E0,7.815248108E-1,4.060306549E0
8.944879164E-2,-8.463100891E0,7.598199463E-1,4.333638153E0
9.948879166E-2,-8.643176422E0,7.036866760E-1,4.476141815E0
1.095297916E-1,-8.722511444E0,6.491999817E-1,4.355193329E0
1.195697917E-1,-8.519683228E0,5.685177612E-1,4.423900452E0
1.296107916E-1,-8.397686920E0,6.526428223E-1,4.529730377E0
1.396507917E-1,-8.354127502E0,6.982978821E-1,4.628225555E0
1.496917916E-1,-8.502469025E0,6.093827820E-1,4.776118011E0
1.597317916E-1,-8.531358948E0,5.927673340E-1,4.736151123E0
1.697727917E-1,-8.458310852E0,5.939648438E-1,4.570445709E0
1.798127916E-1,-8.454568634E0,5.562432861E-1,4.505929871E0
1.898537917E-1,-8.524473267E0,5.677693176E-1,4.501139832E0
1.998937916E-1,-8.654702454E0,4.764591980E-1,4.530029755E0
2.099347917E-1,-8.610693970E0,4.364923096E-1,4.497397614E0
2.199741667E-1,-8.584199066E0,5.134323120E-1,4.413721619E0
2.300141666E-1,-8.616681519E0,6.170169067E-1,4.370012512E0
2.400551667E-1,-8.748108215E0,7.792794800E-1,4.457430725E0
2.500951667E-1,-8.947643280E0,7.864645386E-1,4.554878082E0
2.601361666E-1,-8.784033508E0,8.161029053E-1,4.279151459E0
2.701761667E-1,-8.569230194E0,8.192463684E-1,4.174968109E0
2.802171666E-1,-8.472231903E0,8.780740356E-1,4.090843048E0
2.902571667E-1,-8.441994781E0,9.036708069E-1,4.049379272E0
3.002981666E-1,-8.450676727E0,9.544152832E-1,4.008214874E0
3.103381667E-1,-8.489446106E0,9.710307312E-1,3.954776001E0
3.203791666E-1,-8.391399994E0,1.080303497E0,3.938759308E0
3.304191667E-1,-8.264164581E0,1.136436768E0,3.910767517E0
3.404601666E-1,-8.139473877E0,1.183588715E0,3.827091522E0
3.505001666E-1,-7.998018036E0,1.186881866E0,3.761378174E0
3.605411666E-1,-7.693551178E0,1.168619843E0,3.498674469E0
3.705821667E-1,-7.323221283E0,1.084644470E0,3.340154114E0
3.806221667E-1,-7.135811005E0,8.336164856E-1,3.041974182E0
3.906631666E-1,-7.079228668E0,7.550299072E-1,2.751727753E0
4.007031667E-1,-7.295079803E0,7.321275330E-1,2.660866699E0
4.107441666E-1,-8.003556519E0,5.254074097E-1,2.788850555E0
4.207841667E-1,-9.017547913E0,4.454736328E-1,3.084934845E0
4.308251666E-1,-9.857002258E0,4.590953064E-1,3.689976654E0
4.408651667E-1,-1.013272888E1,6.161187744E-1,3.788621521E0
