"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.790750001E-3,9.033273906E-2,2.936461568E-1,-4.668713361E-2
1.583075000E-2,1.083658040E-1,3.158534467E-1,-2.988636261E-4
2.587075002E-2,1.564747691E-1,3.630430698E-1,-8.200285956E-3
3.591175002E-2,1.905059665E-1,4.180906117E-1,-2.754761837E-2
4.595175001E-2,2.315849513E-1,4.806479812E-1,-4.382290319E-2
5.599175001E-2,2.434277534E-1,5.142040849E-1,-3.993468732E-2
6.603175000E-2,2.037157863E-1,4.792009294E-1,-3.160482645E-2
7.607275000E-2,1.373878866E-1,3.992253840E-1,-2.665054612E-2
8.611275000E-2,7.967293262E-2,2.781961560E-1,-2.079556882E-2
9.615275002E-2,4.339934886E-2,1.617166698E-1,-1.569082029E-2
1.061937500E-1,3.657523915E-2,8.822380006E-2,-7.285262924E-3
1.162337500E-1,3.717099130E-2,7.226747274E-2,-7.176409708E-4
1.262737500E-1,3.973961622E-2,8.037751168E-2,3.269525478E-3
1.363147500E-1,3.564979881E-2,9.639882296E-2,6.775577087E-3
1.463547500E-1,2.930746228E-2,1.159121245E-1,1.363876928E-2
1.563947500E-1,2.582804114E-2,1.556856483E-1,2.888643369E-2
1.664357500E-1,2.075959370E-2,1.985291690E-1,2.294613048E-2
1.764757500E-1,1.821387745E-2,2.457089275E-1,2.592247911E-2
1.865157500E-1,1.682205498E-2,2.518993020E-1,2.963056974E-2
1.965567500E-1,2.473350801E-2,2.535600662E-1,1.406838745E-2
2.065967500E-1,2.419657633E-2,2.627587914E-1,9.997271933E-3
2.166367500E-1,1.909129694E-2,2.748790979E-1,1.422743686E-2
2.266767500E-1,3.147020470E-4,2.993591726E-1,2.167567611E-2
2.367177500E-1,-3.883724567E-4,3.200250268E-1,9.152429178E-3
2.467577500E-1,-3.807056462E-3,3.351247013E-1,1.597760618E-2
2.567977500E-1,-3.651794279E-3,3.308529854E-1,3.904670849E-2
2.668387500E-1,1.405899413E-2,3.513500988E-1,3.022359498E-2
2.768787500E-1,1.583798602E-2,3.531416059E-1,3.527002037E-2
2.869187500E-1,4.089970514E-2,3.705756068E-1,2.236548439E-2
2.969597500E-1,4.234180599E-2,3.943203688E-1,1.744049974E-2
3.069997500E-1,3.067129478E-2,4.385853708E-1,3.030288778E-2
3.170397500E-1,2.169138193E-2,4.783532917E-1,2.986346744E-2
3.270807500E-1,7.552351337E-3,4.958772659E-1,4.953777418E-3
3.371207500E-1,-1.125915349E-2,5.108407736E-1,1.321623474E-2
3.471607500E-1,-1.598649845E-2,4.643477499E-1,3.154869750E-2
3.572007500E-1,2.844248526E-2,3.850494623E-1,8.638025075E-2
3.672417500E-1,7.166213542E-2,3.276582658E-1,7.494585216E-2
3.772817500E-1,7.994429767E-2,2.980313897E-1,2.111218125E-2
3.873217500E-1,7.568696886E-2,2.460517585E-1,-1.377270278E-2
3.973627500E-1,7.683345675E-2,1.894409508E-1,-2.134220488E-2
4.074027500E-1,7.899381965E-2,1.293767840E-1,-2.165697329E-2
4.174427500E-1,7.818529010E-2,7.936793566E-2,-3.744738549E-2
4.274837500E-1,7.776260376E-2,7.850950211E-2,-3.956666961E-2
4.375237500E-1,7.061814517E-2,1.017170921E-1,-3.481080011E-2
4.475637500E-1,6.324178725E-2,1.227400452E-1,-2.853599750E-2
4.576037500E-1,6.019167230E-2,1.354790032E-1,-1.904289424E-2
4.676447500E-1,5.910074338E-2,1.464871615E-1,-1.515432168E-2
4.776847500E-1,6.277804077E-2,1.551656127E-1,-1.374870632E-2
4.877247500E-1,6.342253834E-2,1.650855094E-1,-1.275890693E-2
4.977657500E-1,5.899370462E-2,1.774470955E-1,-1.054262370E-2
5.078057500E-1,5.126550794E-2,1.819200069E-1,-8.036934771E-3
5.178457500E-1,4.261023551E-2,1.877818853E-1,-3.772947472E-3
5.278867500E-1,3.235758096E-2,1.832028180E-1,2.808098216E-3
5.379267500E-1,2.049799263E-2,1.739187688E-1,4.535957240E-3
5.479667500E-1,7.884252816E-3,1.593980640E-1,4.010218196E-3
5.580077500E-1,-2.547348849E-3,1.389756203E-1,7.257417310E-4
5.680477500E-1,-6.771176122E-3,1.141793206E-1,-1.517802244E-3
5.780877500E-1,-1.212386321E-2,9.258668125E-2,-4.968193825E-3
5.881287500E-1,-1.438543759E-2,7.798894495E-2,-6.618988700E-3
5.981687500E-1,-1.736817695E-2,6.786307693E-2,-2.771253930E-3
6.082087500E-1,-1.879987866E-2,5.551275983E-2,-7.799785817E-4
6.182487500E-1,-1.660410129E-2,4.802022129E-2,-4.974171752E-4
6.282897500E-1,-1.097866427E-2,5.409744382E-2,-2.054565120E-4
6.383297500E-1,-5.333561450E-3,4.699612409E-2,-5.011662841E-3
6.483697500E-1,1.763523556E-3,4.248026386E-2,1.028966391E-3
6.584107500E-1,5.819251761E-3,4.783268645E-2,-5.765556358E-3
6.684507500E-1,1.119453833E-2,5.251954868E-2,-8.291365579E-3
6.784907500E-1,1.647132449E-2,5.912525207E-2,-4.478251562E-3
6.885317500E-1,1.802951656E-2,6.857467443E-2,-7.138660643E-3
6.985717500E-1,2.103888802E-2,7.583684474E-2,-4.663518164E-3
7.086117500E-1,2.205464058E-2,8.405184746E-2,-3.168380354E-3
7.186517500E-1,1.988815889E-2,8.273384720E-2,-4.158543888E-3
7.286927500E-1,1.925482787E-2,7.432606071E-2,-6.791404448E-3
7.387327500E-1,1.776984893E-2,6.977019459E-2,-5.728269927E-3
7.487727500E-1,9.993167594E-3,7.073993981E-2,-2.743369434E-3
7.588137500E-1,1.611666637E-3,7.239003479E-2,-1.563386619E-2
7.688537500E-1,7.997658104E-3,7.451864332E-2,-1.262197085E-2
7.788937500E-1,4.372030497E-3,7.218971103E-2,-1.063498575E-2
7.889347500E-1,4.647665191E-3,7.618918270E-2,-1.700833626E-2
7.989747500E-1,6.853561848E-3,9.669233114E-2,-1.174510922E-3
8.090147500E-1,-7.433982100E-4,1.116296723E-1,-1.322003826E-2
8.190557500E-1,-6.918203551E-3,1.178944856E-1,-1.766698435E-2
8.290957500E-1,-1.267569605E-2,1.188895926E-1,-1.439556759E-2
8.391357500E-1,-1.469623763E-2,1.187063679E-1,-6.045758724E-3
8.491757500E-1,-2.060205862E-2,1.171562597E-1,-9.407989681E-3
8.592167500E-1,-2.576006763E-2,1.223219931E-1,-1.095198561E-3
8.692567500E-1,-3.035293892E-2,1.199522018E-1,9.704620577E-3
8.792967500E-1,-3.716610372E-2,1.079373434E-1,1.346953120E-2
8.893377500E-1,-4.313455895E-2,9.272542596E-2,1.235930808E-2
8.993777500E-1,-4.469623417E-2,8.349570632E-2,7.851374336E-3
9.094177500E-1,-4.403544590E-2,7.491397113E-2,5.173014943E-3
9.194587500E-1,-4.979027063E-2,7.053653896E-2,5.328809842E-3
9.294987500E-1,-4.956258461E-2,7.119771093E-2,7.152512670E-3
9.395387500E-1,-4.978416115E-2,5.818603933E-2,5.696562584E-3
9.495787500E-1,-4.051477835E-2,3.277134150E-2,6.347804330E-3
9.596197500E-1,-2.696861140E-2,4.658481106E-3,5.731814541E-3
9.696597500E-1,-1.399953570E-2,-1.245522685E-2,4.401457496E-3
9.796997500E-1,-3.130642464E-3,-1.436764281E-2,6.247028243E-3
9.897409167E-1,4.975466058E-3,-3.123187693E-3,8.986049332E-3
9.997809167E-1,1.232312713E-2,4.272144288E-3,9.006925975E-4
1.009820917E0,2.114350908E-2,-1.844782848E-3,-3.746405710E-3
1.019861917E0,3.200015426E-2,8.878702298E-3,4.942690022E-3
1.029901917E0,3.152188286E-2,1.386950072E-2,5.983454757E-4
1.039941917E0,3.637629375E-2,-3.200296545E-3,-1.260986831E-2
1.049981917E0,5.035141483E-2,-2.478798293E-2,-1.500301808E-2
1.060022917E0,5.829562247E-2,-3.267173842E-2,-5.880626384E-3
1.070062917E0,5.611112341E-2,-3.281639144E-2,4.457541741E-3
1.080102917E0,4.283419997E-2,-1.528427005E-2,1.647532173E-2
1.090143917E0,1.890915632E-2,1.401337050E-2,1.159973536E-2
1.100183917E0,1.426913124E-2,2.234799974E-2,-8.436024189E-3
1.110223917E0,1.722409949E-2,6.103386637E-3,9.189561941E-3
1.120264917E0,7.493441924E-3,2.541343495E-2,8.570110425E-3
1.130304917E0,4.385416396E-4,5.486931279E-2,8.853227831E-3
1.140344917E0,-8.426854387E-3,6.471128762E-2,3.847816028E-3
1.150385917E0,-1.517662965E-2,6.386031955E-2,8.358596824E-5
1.160425917E0,-1.551058888E-2,5.954706669E-2,-1.136141829E-3
1.170465917E0,-1.227303687E-2,5.352952704E-2,-1.925602206E-3
1.180505917E0,-1.941483654E-2,4.328195006E-2,-2.199375071E-3
1.190546917E0,-2.464978769E-2,3.833460063E-2,-4.507358652E-3
1.200586917E0,-3.064562939E-2,2.742495760E-2,-9.049646556E-3
1.210626917E0,-3.679006919E-2,1.603985764E-2,-9.672145359E-3
1.220667917E0,-3.830860183E-2,1.303261705E-2,-7.790355943E-3
1.230707917E0,-3.885295987E-2,1.208855398E-2,-4.328798968E-3
1.240747917E0,-3.593413532E-2,1.071942225E-2,-5.106247263E-4
1.250788917E0,-3.225789219E-2,8.608425967E-3,4.318248946E-3
1.260828917E0,-2.556750178E-2,9.578615427E-3,5.445298739E-3
1.270868917E0,-1.906622946E-2,7.405381650E-3,4.513517022E-3
1.280908917E0,-1.189513691E-2,-1.073857071E-3,3.419411951E-4
1.290949917E0,-4.788772669E-3,-1.297854446E-2,-2.222447190E-3
1.300989917E0,7.830616087E-3,-1.796771027E-2,-4.941801075E-3
1.311029917E0,2.007481642E-2,-1.733428426E-2,-6.855181884E-3
1.321070917E0,3.153572977E-2,-1.344393753E-2,-7.765450049E-3
1.331110917E0,4.329329357E-2,-5.379151553E-3,-8.881897666E-3
1.341150917E0,5.104282498E-2,2.659600228E-3,-1.292484254E-2
1.351191917E0,6.058464572E-2,1.046464220E-2,-1.661801524E-2
1.361231917E0,7.003487647E-2,1.255016401E-2,-2.096882090E-2
1.371271917E0,8.062151074E-2,1.083598100E-2,-2.643555030E-2
1.381311917E0,8.732521534E-2,1.092173532E-2,-2.402432635E-2
1.391352917E0,9.248879552E-2,1.428145729E-2,-2.150436305E-2
1.401392917E0,9.333302081E-2,2.200515755E-2,-2.305991575E-2
1.411432917E0,9.028182924E-2,3.421003744E-2,-3.242919222E-2
1.421473917E0,9.230156988E-2,5.765624344E-2,-2.051847242E-2
1.431513917E0,9.416310489E-2,5.987941846E-2,-1.099463366E-2
1.441553917E0,9.325043857E-2,4.073368758E-2,-1.449695602E-2
1.451594917E0,9.137077630E-2,2.478164621E-2,-1.136403438E-2
1.461634917E0,9.275694937E-2,2.610656805E-2,-6.056353915E-3
1.471674917E0,9.057290852E-2,3.888130933E-2,-4.658963066E-3
1.481714917E0,8.739095926E-2,5.583153293E-2,-3.789707087E-3
1.491755917E0,8.656805009E-2,6.583879888E-2,-3.967990633E-3
1.501795917E0,8.368784189E-2,7.237552851E-2,-5.480133463E-3
1.511835917E0,7.798223197E-2,7.568565756E-2,-7.767230738E-3
1.521876917E0,7.494143397E-2,7.762178034E-2,-8.033546619E-3
1.531916917E0,7.089376450E-2,7.921162993E-2,-6.440310739E-3
1.541956917E0,6.513255090E-2,8.035572618E-2,-8.093231590E-4
1.551997917E0,5.719894916E-2,7.449229807E-2,4.529296421E-3
1.562037917E0,4.739638418E-2,6.231952086E-2,9.471057914E-3
1.572077917E0,4.106551409E-2,4.855683818E-2,1.118826400E-2
